data_column,label
example children outside home alone fre­ quent situation feared whereas older adults shops standing line open spaces often feared,1
also cognitions often pertain becoming lost children experiencing paniclike symptoms adults falling older adults,1
ttie low prevalence agoraphobia children could reflect difficulties symptom re­ porting thus assessments young children may require solicitation information multiple sources including parents teachers,1
adolescents particularly males may less willing adults openly discuss agoraphobic fears avoidance how­ ever agoraphobia occur prior adulthood assessed children adolescents,1
older adults comorbid somatic symptom disorders well motor dis­ turbances eg sense falling medical complications frequently men­ tioned individuals reason fear avoidance,1
instances care taken evaluating whether fear avoidance proportion real danger involved,1
risk prognostic factors temperamental,1
behavioral inhibition neurotic disposition ie negative affectivity neuroticism anxiety sensitivity closely associated agoraphobia rel­ evant anxiety disorders phobic disorders panic disorder generalized anxiety dis­ order,1
anxiety sensitivity disposition believe symptoms anxiety harmful also characteristic individuals agoraphobia,1
environmental,1
negative events childhood eg separation death parent stressful events attacked mugged associated onset agorapho­ bia,1
furthermore individuals agoraphobia describe fannily climate childrearing behavior characterized reduced warmth increased overprotection,1
genetic physiological,1
heritability agoraphobia 61,1
various phobias agoraphobia strongest specific association genetic factor represents proneness phobias,1
genderreiated diagnostic issues females different patterns comorbid disorders males,1
consistent gender differences prevalence mental disorders males higher rates comorbid substance use disorders,1
functional consequences agoraphobia agoraphobia associated considerable impairment disability terms role functioning work productivity disability days,1
agoraphobia severity strong de­ terminant degree disability irrespective presence comorbid panic disor­ der panic attacks comorbid conditions,1
onethird individuals agoraphobia completely homebound unable work,1
differential diagnosis diagnostic criteria agoraphobia another disorder fully met diagnoses assigned unless fear anxiety avoidance agoraphobia attributable disorder,1
weighting criteria clinical judgment may helpful cases,1
specific phobia situational type,1
differentiating agoraphobia situational specific phobia challenging cases conditions share several symptom characteristics criteria,1
specific phobia situational type diagnosed versus ago­ raphobia fear anxiety avoidance limited one agoraphobic situations,1
requiring fears two agoraphobic situations robust means differen­ tiating agoraphobia specific phobias particularly situational subtype,1
additional dif­ ferentiating features include cognitive ideation,1
thus situation feared reasons paniclike symptoms incapacitating embarrassing symptoms eg fears directly harmed situation fear plane crashing individ­ uals fear flying diagnosis specific phobia may appropriate,1
separation anxiety disorder,1
separation anxiety disorder best differentiated agoraphobia examining cognitive ideation,1
